item number,reference number,mix_name_ref,binder(s),cement type,cemen_strength_class,clinker content,cement content,scm1 type,scm1 content (kg/m3),scm2 type,scm2 content (kg/m3),water content (kg/m3),water binder ratio,admixture1_type,admixture1_kgm3,admixture2_type,admixture2_kgm3,fcm. cube 150. wet curing (28 d)
1,A2923,51,CEM I,CEM I,32.5R,1,300,,0,,0,180,0.6,,0,,0,28.336
2,A2923,52,CEM I with fly_ash_lignite(brown coal),CEM I,32.5R,1,270,fly_ash_lignite(brown coal),67.5,,0,180,0.61,,0,,0,27.232
3,A2923,53,CEM I,CEM I,42.5R,1,300,,0,,0,180,0.6,,0,,0,36.524
4,A2923,54,CEM I with fly_ash_lignite(brown coal),CEM I,42.5R,1,270,fly_ash_lignite(brown coal),67.5,,0,180,0.61,,0,,0,35.144
5,A2923,55,CEM III/A,CEM III/A,32.5N,0.5,300,,0,,0,180,0.6,,0,,0,27.232
6,A2923,56,CEM III/A with fly_ash_lignite(brown coal),CEM III/A,32.5N,0.5,270,fly_ash_lignite(brown coal),67.5,,0,180,0.61,,0,,0,27.14
7,5020,1,CEM I,CEM I,32.5R,1,300,,0,,0,180,0.6,,0,,0,41.952
8,5020,2,CEM III/A,CEM III/A,32.5R,0.46,300,,0,,0,180,0.6,,0,,0,36.892
9,5020,3,CEM III/B,CEM III/B,32.5N,0.34,300,,0,,0,180,0.6,,0,,0,26.772
10,5020,7,CEM I,CEM I,32.5R,1,270,,0,,0,180,0.67,,0,,0,34.868
11,5020,8,CEM III/A,CEM III/A,32.5R,0.46,270,,0,,0,180,0.67,,0,,0,29.44
12,5020,9,CEM III/B,CEM III/B,32.5N,0.34,270,,0,,0,180,0.67,,0,,0,25.484
13,5020,10 (FA1),CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,270,fly_ash_bituminous_coal,30,,0,180,0.64,,0,,0,34.684
14,5020,11 (FA1),CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5R,0.46,270,fly_ash_bituminous_coal,30,,0,180,0.64,,0,,0,31.556
15,5020,12 (FA1),CEM III/B with fly_ash_bituminous_coal,CEM III/B,32.5N,0.34,270,fly_ash_bituminous_coal,30,,0,180,0.64,,0,,0,28.52
16,5020,13 (FA2),CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,270,fly_ash_bituminous_coal,30,,0,180,0.64,,0,,0,35.236
17,5020,14 (FA2),CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5R,0.46,270,fly_ash_bituminous_coal,30,,0,180,0.64,,0,,0,31.556
18,5020,15 (FA2),CEM III/B with fly_ash_bituminous_coal,CEM III/B,32.5N,0.34,270,fly_ash_bituminous_coal,30,,0,180,0.64,,0,,0,24.932
19,5020,16 (FA3),CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,270,fly_ash_bituminous_coal,30,,0,180,0.64,,0,,0,36.524
20,5020,17 (FA3),CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5R,0.46,270,fly_ash_bituminous_coal,30,,0,180,0.64,,0,,0,30.636
21,5020,18 (FA3),CEM III/B with fly_ash_bituminous_coal,CEM III/B,32.5N,0.34,270,fly_ash_bituminous_coal,30,,0,180,0.64,,0,,0,29.716
22,5020,19 (FA1),CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,240,fly_ash_bituminous_coal,60,,0,180,0.68,,0,,0,31.464
23,5020,20 (FA1),CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5R,0.46,240,fly_ash_bituminous_coal,60,,0,180,0.68,,0,,0,25.944
24,5020,21 (FA1),CEM III/B with fly_ash_bituminous_coal,CEM III/B,32.5N,0.34,240,fly_ash_bituminous_coal,60,,0,180,0.68,,0,,0,18.952
25,5020,22 (FA2),CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,240,fly_ash_bituminous_coal,60,,0,180,0.68,,0,,0,34.868
26,5020,23 (FA2),CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5R,0.46,240,fly_ash_bituminous_coal,60,,0,180,0.68,,0,,0,33.764
27,5020,24 (FA2),CEM III/B with fly_ash_bituminous_coal,CEM III/B,32.5N,0.34,240,fly_ash_bituminous_coal,60,,0,180,0.68,,0,,0,25.944
28,5020,25 (FA3),CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,240,fly_ash_bituminous_coal,60,,0,180,0.68,,0,,0,33.212
29,5020,26 (FA3),CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5R,0.46,240,fly_ash_bituminous_coal,60,,0,180,0.68,,0,,0,25.944
30,5020,27 (FA3),CEM III/B with fly_ash_bituminous_coal,CEM III/B,32.5N,0.34,240,fly_ash_bituminous_coal,60,,0,180,0.68,,0,,0,27.324
31,5020,28 (FA1),CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,240,fly_ash_bituminous_coal,30,,0,180,0.71,,0,,0,23.92
32,5020,29 (FA1),CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5R,0.46,240,fly_ash_bituminous_coal,30,,0,180,0.71,,0,,0,25.668
33,5020,30 (FA1),CEM III/B with fly_ash_bituminous_coal,CEM III/B,32.5N,0.34,240,fly_ash_bituminous_coal,30,,0,180,0.71,,0,,0,27.784
34,5020,31 (FA2),CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,240,fly_ash_bituminous_coal,30,,0,180,0.71,,0,,0,29.624
35,5020,32 (FA2),CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5R,0.46,240,fly_ash_bituminous_coal,30,,0,180,0.71,,0,,0,26.772
36,5020,33 (FA2),CEM III/B with fly_ash_bituminous_coal,CEM III/B,32.5N,0.34,240,fly_ash_bituminous_coal,30,,0,180,0.71,,0,,0,23
37,5020,34 (FA3),CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,240,fly_ash_bituminous_coal,30,,0,180,0.71,,0,,0,25.576
38,5020,35 (FA3),CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5R,0.46,240,fly_ash_bituminous_coal,30,,0,180,0.71,,0,,0,23.644
39,5020,36 (FA3),CEM III/B with fly_ash_bituminous_coal,CEM III/B,32.5N,0.34,240,fly_ash_bituminous_coal,30,,0,180,0.71,,0,,0,24.38
40,F236F323,Z1 Ref1,CEM I,CEM I,32.5R,1,270,,0,,0,162,0.6,,0,,0,32.292
41,F236F323,Z1 Ref2,CEM I,CEM I,32.5R,1,300,,0,,0,180,0.6,,0,,0,30.82
42,F236F323,Z2 Ref1,CEM I,CEM I,32.5R,1,270,,0,,0,162,0.6,,0,,0,31.464
43,F236F323,Z2 Ref2,CEM I,CEM I,32.5R,1,300,,0,,0,180,0.6,,0,,0,28.888
44,F236F323,Z3 Ref1,CEM I,CEM I,42.5R,1,270,,0,,0,162,0.6,,0,,0,40.02
45,F236F323,Z3 Ref2,CEM I,CEM I,42.5R,1,300,,0,,0,180,0.6,,0,,0,37.168
46,F236F323,Z4 Ref1,CEM II/ALL,CEM II/ALL,32.5R,0.82,270,,0,,0,162,0.6,,0,,0,35.328
47,F236F323,Z4 Ref2,CEM II/ALL,CEM II/ALL,32.5R,0.82,300,,0,,0,180,0.6,,0,,0,31.556
48,F236F323,Z5 Ref2,CEM II/BS,CEM II/BS,32.5R,0.74,300,,0,,0,180,0.6,,0,,0,33.304
49,F236F323,Z6 Ref2,CEM III/A,CEM III/A,32.5N,0.5,300,,0,,0,180,0.6,,0,,0,30.268
50,F236F323,Z6Ref3,CEM III/A,CEM III/A,32.5N,0.5,280,,0,,0,154,0.55,,0,,0,37.076
51,F236F323,Z6Ref4,CEM III/A,CEM III/A,32.5N,0.5,330,,0,,0,181.5,0.55,,0,,0,35.88
52,F236F323,Z6Ref5,CEM III/A,CEM III/A,32.5N,0.5,300,,0,,0,180,0.6,,0,,0,31.004
53,F236F323,Z6Ref6,CEM III/A,CEM III/A,32.5N,0.5,260,,0,,0,169,0.65,,0,,0,27.784
54,F236F323,Z7 Ref2,CEM III/A,CEM III/A,32.5N,0.5,300,,0,,0,180,0.6,,0,,0,25.76
55,F236F323,Z8 Ref2,CEM III/B,CEM III/B,32.5N,0.23,300,,0,,0,180,0.6,,0,,0,30.544
56,F236F323,Z1 FA11,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,240,fly_ash_bituminous_coal,60,,0,162,0.61,,0,,0,31.372
57,F236F323,Z1FA12,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,240,fly_ash_bituminous_coal,60,,0,180,0.68,,0,,0,26.036
58,F236F323,Z1 FA21,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,240,fly_ash_bituminous_coal,60,,0,162,0.61,,0,,0,33.856
59,F236F323,Z1 FA22,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,240,fly_ash_bituminous_coal,60,,0,180,0.68,,0,,0,26.864
60,F236F323,Z2 FA1,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,240,fly_ash_bituminous_coal,60,,0,162,0.61,,0,,0,32.476
61,F236F323,Z2 FA21,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,240,fly_ash_bituminous_coal,60,,0,162,0.61,,0,,0,31.924
62,F236F323,Z2 FA3,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,240,fly_ash_bituminous_coal,60,,0,162,0.61,,0,,0,34.132
63,F236F323,Z2 FA22,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,240,fly_ash_bituminous_coal,60,,0,180,0.68,,0,,0,26.496
64,F236F323,Z3 FA1,CEM I with fly_ash_bituminous_coal,CEM I,42.5R,1,240,fly_ash_bituminous_coal,60,,0,162,0.61,,0,,0,41.216
65,F236F323,Z3 FA21,CEM I with fly_ash_bituminous_coal,CEM I,42.5R,1,240,fly_ash_bituminous_coal,60,,0,162,0.61,,0,,0,42.32
66,F236F323,Z3 FA3,CEM I with fly_ash_bituminous_coal,CEM I,42.5R,1,240,fly_ash_bituminous_coal,60,,0,162,0.61,,0,,0,42.136
67,F236F323,Z3 FA22,CEM I with fly_ash_bituminous_coal,CEM I,42.5R,1,240,fly_ash_bituminous_coal,60,,0,180,0.68,,0,,0,31.372
68,F236F323,Z4 FA1,CEM II/ALL with fly_ash_bituminous_coal,CEM II/ALL,32.5R,0.82,240,fly_ash_bituminous_coal,60,,0,162,0.61,,0,,0,35.052
69,F236F323,Z4 FA21,CEM II/ALL with fly_ash_bituminous_coal,CEM II/ALL,32.5R,0.82,240,fly_ash_bituminous_coal,60,,0,162,0.61,,0,,0,33.488
70,F236F323,Z4 FA3,CEM II/ALL with fly_ash_bituminous_coal,CEM II/ALL,32.5R,0.82,240,fly_ash_bituminous_coal,60,,0,162,0.61,,0,,0,34.408
71,F236F323,Z4 FA22,CEM II/ALL with fly_ash_bituminous_coal,CEM II/ALL,32.5R,0.82,240,fly_ash_bituminous_coal,60,,0,180,0.68,,0,,0,27.048
72,F236F323,Z5 FA1,CEM II/BS with fly_ash_bituminous_coal,CEM II/BS,32.5R,0.74,240,fly_ash_bituminous_coal,60,,0,162,0.61,,0,,0,31.648
73,F236F323,Z5 FA21,CEM II/BS with fly_ash_bituminous_coal,CEM II/BS,32.5R,0.74,240,fly_ash_bituminous_coal,60,,0,162,0.61,,0,,0,33.58
74,F236F323,Z5 FA3,CEM II/BS with fly_ash_bituminous_coal,CEM II/BS,32.5R,0.74,240,fly_ash_bituminous_coal,60,,0,162,0.61,,0,,0,33.304
75,F236F323,Z5 FA22,CEM II/BS with fly_ash_bituminous_coal,CEM II/BS,32.5R,0.74,240,fly_ash_bituminous_coal,60,,0,180,0.68,,0,,0,25.024
76,F236F323,Z6 FA1,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.5,240,fly_ash_bituminous_coal,60,,0,162,0.61,,0,,0,31.832
77,F236F323,Z6 FA21,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.5,240,fly_ash_bituminous_coal,60,,0,162,0.61,,0,,0,32.016
78,F236F323,Z6 FA22,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.5,240,fly_ash_bituminous_coal,60,,0,180,0.68,,0,,0,24.012
79,F236F323,Z6FA23,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.5,260,fly_ash_bituminous_coal,32.5,,0,146.3,0.54,,0,,0,40.204
80,F236F323,Z6FA23e,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.5,260,fly_ash_bituminous_coal,32.5,,0,153.6,0.56,,0,,0,36.708
81,F236F323,Z6FA24,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.5,260,fly_ash_bituminous_coal,32.5,,0,160.9,0.59,,0,,0,33.212
82,F236F323,Z6FA25,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.5,260,fly_ash_bituminous_coal,65,,0,146.3,0.51,,0,,0,42.872
83,F236F323,Z6FA26,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.5,260,fly_ash_bituminous_coal,65,,0,162.5,0.57,,0,,0,35.328
84,F236F323,Z6FA27,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.5,260,fly_ash_bituminous_coal,65,,0,178.8,0.63,,0,,0,31.556
85,F236F323,Z6FA28,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.5,260,fly_ash_bituminous_coal,97.5,,0,149.7,0.51,,0,,0,43.148
86,F236F323,Z6FA29,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.5,260,fly_ash_bituminous_coal,97.5,,0,169.8,0.58,,0,,0,34.408
87,F236F323,Z6FA210,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.5,260,fly_ash_bituminous_coal,97.5,,0,196.6,0.67,,0,,0,25.668
88,F236F323,Z6FA211,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.5,240,fly_ash_bituminous_coal,30,,0,162,0.64,,0,,0,29.44
89,F236F323,Z6FA211e,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.5,240,fly_ash_bituminous_coal,30,,0,175.5,0.7,,0,,0,24.748
90,F236F323,Z6FA212e,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.5,240,fly_ash_bituminous_coal,60,,0,165,0.63,,0,,0,30.544
91,F236F323,Z6FA212,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.5,240,fly_ash_bituminous_coal,60,,0,180,0.68,,0,,0,24.012
92,F236F323,Z6FA213,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.5,240,fly_ash_bituminous_coal,60,,0,195,0.74,,0,,0,19.872
93,F236F323,Z6FA214e,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.5,240,fly_ash_bituminous_coal,90,,0,165,0.61,,0,,0,30.912
94,F236F323,Z6FA214,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.5,240,fly_ash_bituminous_coal,90,,0,189.8,0.7,,0,,0,24.288
95,F236F323,Z6FA215,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.5,240,fly_ash_bituminous_coal,90,,0,214.5,0.79,,0,,0,18.124
96,F236F323,Z6 FA3,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.5,240,fly_ash_bituminous_coal,60,,0,162,0.61,,0,,0,32.292
97,F236F323,Z7 FA21,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.5,240,fly_ash_bituminous_coal,60,,0,162,0.61,,0,,0,28.612
98,F236F323,Z8 FA21,CEM III/B with fly_ash_bituminous_coal,CEM III/B,32.5N,0.23,240,fly_ash_bituminous_coal,60,,0,162,0.61,,0,,0,30.636
99,F397,P2,CEM I,CEM I,32.5R,1,300,,0,,0,180,0.6,,0,,0,35.696
100,F397,H,CEM III/A,CEM III/A,32.5N,0.5,300,,0,,0,180,0.6,,0,,0,37.444
101,F397,PT,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,180,fly_ash_bituminous_coal,270,,0,189,0.93,,0,,0,28.888
102,F397,HT,CEM III/A with fly_ash_bituminous_coal,CEM III/A,32.5N,0.5,220,fly_ash_bituminous_coal,147,,0,176,0.71,,0,,0,31.556
103,F758,I.1,CEM I,CEM I,32.5R,1,300,,0,,0,180,0.6,,0,,0,33.488
104,F758,I.5,CEM I with fly_ash_bituminous_coal & SF,CEM I,32.5R,1,269,fly_ash_bituminous_coal,89,SF,30,200,0.6,,0,,0,39.1
105,F758,III.1,CEM III/A,CEM III/A,32.5N,0.435,300,,0,,0,180,0.6,,0,,0,33.488
106,F758,III.5,CEM III/A with fly_ash_bituminous_coal & SF,CEM III/A,32.5N,0.435,268,fly_ash_bituminous_coal,32,SF,30,200,0.64,,0,,0,40.02
107,F759,B1,CEM I,CEM I,32.5R,1,300,,0,,0,165,0.55,air_entrainer,0.69,,0,35.972
108,F759,B2,CEM II/BS,CEM II/BS,32.5R,0.775,300,,0,,0,165,0.55,air_entrainer,1.05,,0,27.232
109,F759,B3,CEM III/A,CEM III/A,42.5N,0.5,300,,0,,0,165,0.55,air_entrainer,1.35,,0,30.544
110,F759,B4,CEM III/A,CEM III/A,32.5N,0.427,300,,0,,0,165,0.55,air_entrainer,1.65,,0,24.84
111,F759,B5,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,270,fly_ash_bituminous_coal,90,,0,168,0.55,air_entrainer,1.242,,0,30.452
112,F759,B6,CEM II/BS with fly_ash_bituminous_coal,CEM II/BS,32.5R,0.775,270,fly_ash_bituminous_coal,90,,0,168,0.55,air_entrainer,1.35,,0,32.108
113,F759,B7,CEM III/A with fly_ash_bituminous_coal,CEM III/A,42.5N,0.5,270,fly_ash_bituminous_coal,90,,0,168,0.55,air_entrainer,1.89,,0,31.924
114,F759,B8,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,270,fly_ash_bituminous_coal,90,,0,168,0.55,air_entrainer,1.107,,0,31.648
115,F759,B9,CEM II/BS with fly_ash_bituminous_coal,CEM II/BS,32.5R,0.775,270,fly_ash_bituminous_coal,90,,0,168,0.55,air_entrainer,1.458,,0,32.568
116,F759,B10,CEM III/A with fly_ash_bituminous_coal,CEM III/A,42.5N,0.5,270,fly_ash_bituminous_coal,90,,0,168,0.55,air_entrainer,1.755,,0,30.176
117,F759,B11,CEM I,CEM I,32.5R,1,320,,0,,0,160,0.5,,0,,0,48.484
118,F759,B12,CEM I,CEM I,32.5R,1,320,,0,,0,160,0.5,air_entrainer,0.928,,0,34.684
119,F759,B13,CEM II/BS,CEM II/BS,32.5R,0.775,320,,0,,0,160,0.5,,0,,0,45.632
120,F759,B14,CEM II/BS,CEM II/BS,32.5R,0.775,320,,0,,0,160,0.5,air_entrainer,1.056,,0,36.708
121,F759,B15,CEM III/A,CEM III/A,42.5N,0.5,320,,0,,0,160,0.5,,0,,0,50.324
122,F759,B16,CEM III/A,CEM III/A,42.5N,0.5,320,,0,,0,160,0.5,air_entrainer,1.216,,0,40.388
123,F759,B17,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,270,fly_ash_bituminous_coal,90,,0,153,0.5,,0,,0,46.92
124,F759,B18,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,270,fly_ash_bituminous_coal,90,,0,153,0.5,air_entrainer,1.404,,0,35.512
125,F759,B19,CEM II/BS with fly_ash_bituminous_coal,CEM II/BS,32.5R,0.775,270,fly_ash_bituminous_coal,90,,0,153,0.5,,0,,0,44.252
126,F759,B20,CEM II/BS with fly_ash_bituminous_coal,CEM II/BS,32.5R,0.775,270,fly_ash_bituminous_coal,90,,0,153,0.5,air_entrainer,1.62,,0,38.64
127,F759,B21,CEM III/A with fly_ash_bituminous_coal,CEM III/A,42.5N,0.5,270,fly_ash_bituminous_coal,90,,0,153,0.5,,0,,0,48.392
128,F759,B22,CEM III/A with fly_ash_bituminous_coal,CEM III/A,42.5N,0.5,270,fly_ash_bituminous_coal,90,,0,153,0.5,air_entrainer,2.052,,0,38.732
129,F759,B23,CEM I,CEM I,32.5R,1,300,,0,,0,165,0.55,,0,,0,42.32
130,F759,B24,CEM III/A,CEM III/A,42.5N,0.5,300,,0,,0,165,0.55,,0,,0,44.62
131,F759,B25,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,270,fly_ash_bituminous_coal,90,,0,168,0.55,,0,,0,41.216
132,F759,B26,CEM III/A with fly_ash_bituminous_coal,CEM III/A,42.5N,0.5,270,fly_ash_bituminous_coal,90,,0,168,0.55,,0,,0,43.056
133,F871/1,B_ref,CEM I,CEM I,32.5R,1,320,,0,,0,160,0.5,,0,,0,57.96
134,F871/1,A_som,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,270,fly_ash_bituminous_coal,90,,0,153,0.5,,0,,0,62.008
135,F871/1,A_win,CEM I with fly_ash_bituminous_coal,CEM I,32.5R,1,300,fly_ash_bituminous_coal,70,,0,164,0.5,,0,,0,60.904
136,F7038,BW 1111,CEM I with GGBFS,CEM I,32.5R,1,240,GGBFS,80,,0,168,0.53,,0,,0,41.124
137,F7038,BW 1112A,CEM I with GGBFS,CEM I,32.5R,1,185,GGBFS,185,,0,168,0.45,,0,,0,44.068
138,F7038,BW 1112B,CEM I with GGBFS,CEM I,32.5R,1,160,GGBFS,160,,0,168,0.53,,0,,0,36.892
139,F7038,BW 1112C,CEM I with GGBFS,CEM I,32.5R,1,140,GGBFS,140,,0,168,0.6,,0,,0,29.808
140,F7038,B 1113A,CEM I with GGBFS,CEM I,32.5R,1,147,GGBFS,220,,0,168,0.46,SP,0.147,,1.47,45.816
141,F7038,B 1113B,CEM I with GGBFS,CEM I,32.5R,1,127,GGBFS,190,,0,168,0.53,,0,,0,37.996
142,F7038,B 1113C,CEM I with GGBFS,CEM I,32.5R,1,110,GGBFS,165,,0,168,0.61,,0,,0,30.728
143,F7038,B 1311A,CEM I with GGBFS,CEM I,32.5R,1,280,GGBFS,93,,0,168,0.45,,0,,0,50.048
144,F7038,B 1311B,CEM I with GGBFS,CEM I,32.5R,1,240,GGBFS,80,,0,168,0.53,,0,,0,37.996
145,F7038,B 1311C,CEM I with GGBFS,CEM I,32.5R,1,210,GGBFS,70,,0,168,0.6,,0,,0,32.844
146,F7038,B 1312A,CEM I with GGBFS,CEM I,32.5R,1,185,GGBFS,185,,0,168,0.45,,0,,0,44.252
147,F7038,B 1312B,CEM I with GGBFS,CEM I,32.5R,1,160,GGBFS,160,,0,168,0.53,,0,,0,33.488
148,F7038,B 1312C,CEM I with GGBFS,CEM I,32.5R,1,140,GGBFS,140,,0,168,0.6,,0,,0,25.3
149,F7038,B 1511A,CEM I with GGBFS,CEM I,32.5R,1,280,GGBFS,93,,0,168,0.45,,0,,0,42.596
150,F7038,B 1511B,CEM I with GGBFS,CEM I,32.5R,1,240,GGBFS,80,,0,168,0.53,,0,,0,33.672
151,F7038,B 1511C,CEM I with GGBFS,CEM I,32.5R,1,210,GGBFS,70,,0,168,0.6,,0,,0,25.76
152,F7038,B 1512A,CEM I with GGBFS,CEM I,32.5R,1,185,GGBFS,185,,0,168,0.45,,0,,0,32.016
153,F7038,B 1512B,CEM I with GGBFS,CEM I,32.5R,1,160,GGBFS,160,,0,168,0.53,,0,,0,25.116
154,F7038,B 1512C,CEM I with GGBFS,CEM I,32.5R,1,140,GGBFS,140,,0,168,0.6,,0,,0,19.688
155,F7038,B 1611A,CEM I with GGBFS,CEM I,32.5R,1,280,GGBFS,93,,0,168,0.45,,0,,0,41.584
156,F7038,B 1611B,CEM I with GGBFS,CEM I,32.5R,1,240,GGBFS,80,,0,168,0.53,,0,,0,35.512
157,F7038,B 1611C,CEM I with GGBFS,CEM I,32.5R,1,210,GGBFS,70,,0,168,0.6,,0,,0,26.036
158,F7038,B 1612A,CEM I with GGBFS,CEM I,32.5R,1,185,GGBFS,185,,0,168,0.45,,0,,0,33.672
159,F7038,B 1612B,CEM I with GGBFS,CEM I,32.5R,1,160,GGBFS,160,,0,168,0.53,,0,,0,28.244
160,F7038,B 1612C,CEM I with GGBFS,CEM I,32.5R,1,140,GGBFS,140,,0,168,0.6,,0,,0,21.528
161,F7038,B 2111A,CEM I with GGBFS,CEM I,42.5R,1,280,GGBFS,93,,0,168,0.45,,0,,0,78.936
162,F7038,B 2111B,CEM I with GGBFS,CEM I,42.5R,1,240,GGBFS,80,,0,168,0.53,,0,,0,52.256
163,F7038,B 2111C,CEM I with GGBFS,CEM I,42.5R,1,210,GGBFS,70,,0,168,0.6,,0,,0,46.184
164,F7038,B 2112A,CEM I with GGBFS,CEM I,42.5R,1,185,GGBFS,185,,0,168,0.45,,0,,0,64.676
165,F7038,B 2112B,CEM I with GGBFS,CEM I,42.5R,1,160,GGBFS,160,,0,168,0.53,,0,,0,52.072
166,F7038,B 2112C,CEM I with GGBFS,CEM I,42.5R,1,140,GGBFS,140,,0,168,0.6,,0,,0,44.344
167,F7038,BW 3000A,CEM II/BS,CEM II/BS,32.5R,0.724,370,,0,,0,168,0.45,,0,,0,46.828
168,F7038,BW 3000B,CEM II/BS,CEM II/BS,32.5R,0.724,315,,0,,0,168,0.53,,0,,0,40.388
169,F7038,BW 3000C,CEM II/BS,CEM II/BS,32.5R,0.724,275,,0,,0,168,0.61,,0,,0,31.188
170,F7038,B 3111A,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,280,GGBFS,93,,0,168,0.45,,0,,0,47.38
171,F7038,B 3111B,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,240,GGBFS,80,,0,168,0.53,,0,,0,37.076
172,F7038,B 3111C,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,210,GGBFS,70,,0,168,0.6,,0,,0,32.936
173,F7038,B 3112A,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,185,GGBFS,185,,0,168,0.45,,0,,0,45.816
174,F7038,B 3112B,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,160,GGBFS,160,,0,168,0.53,,0,,0,38.64
175,F7038,B 3112C,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,140,GGBFS,140,,0,168,0.6,,0,,0,30.268
176,F7038,B 3311A,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,280,GGBFS,93,,0,168,0.45,,0,,0,48.944
177,F7038,B 3311B,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,240,GGBFS,80,,0,168,0.53,,0,,0,36.616
178,F7038,B 3311C,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,210,GGBFS,70,,0,168,0.6,,0,,0,29.348
179,F7038,B 3312A,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,185,GGBFS,185,,0,168,0.45,,0,,0,45.172
180,F7038,B 3312B,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,160,GGBFS,160,,0,168,0.53,,0,,0,31.372
181,F7038,B 3312C,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,140,GGBFS,140,,0,168,0.6,,0,,0,28.98
182,F7038,B 3511A,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,280,GGBFS,93,,0,168,0.45,,0,,0,39.56
183,F7038,B 3511B,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,240,GGBFS,80,,0,168,0.53,,0,,0,33.304
184,F7038,B 3511C,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,210,GGBFS,70,,0,168,0.6,,0,,0,26.496
185,F7038,B 3512A,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,185,GGBFS,185,,0,168,0.45,,0,,0,31.096
186,F7038,B 3512B,CEM II/BS with GGBFS,CEM II/BS,32.5R,0.724,160,GGBFS,160,,0,168,0.53,,0,,0,23.644
